Station Name,Station information,Phone number,Access,Access times,Level 1 charging stations,Level 2 charging stations,DC Fast charging stations,Network,Network website,Open date,Connections,Address,City,State,Zip code,Location 1
Kaiser - Redwood City,,800-663-5633,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,13,,SemaCharge Network,http://www.semacharge.com/,,,1150 Veterans Boulevard,Redwood City,CA,94063,"(37.4893706, -122.223814)"
PRIVATE GNE,"PS A NEW 1; On the second floor across from the elevators
PS A NEW 2; Near Front Entrance on first floor
PS A NEW 3;  Near main entrance on first floor
PS A NEW 4; Near main entrance first floor
PS A NEW 5; Near main entrance on first floor
PS A NEW 6; On the second floor across from elevators
PS A NEW 7
PS-A-1; NO PUBLIC ACCESS - Genentech parking structure across from B44
PS-A-2; NO PUBLIC ACCESS - Genentech parking structure across from B44",888-758-4389,Private,24 hours daily,,16,,ChargePoint Network,http://www.chargepoint.com/,,,450 E Grand Ave,South San Francisco,CA,94080,"(37.652154, -122.382574)"
CITY OF REDWOOD,MAIN LIBRARY 1; Located in parking lot behind Library,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1016-1022 Middlefield Rd,Redwood City,CA,94063,"(37.484251, -122.2277119)"
BEST WESTERN CH,EV STATION 01,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1400 Cabrillo Hwy S,Half Moon Bay,CA,94019,"(37.4472379, -122.4296822)"
Airbnb Pescadero - Tesla Destination,,,Private,Available for Airbnb patrons only; for Tesla use only,,1,,Tesla Destination,https://www.tesla.com/destination-charging,11/01/2018,,10299 Cabrillo Highway,Pescadero,CA,94060,"(37.214859, -122.407418)"
Peninsula Components Inc,,,Private,,,6,,Non-Networked,,08/16/2016,,1300 Industrial Rd,San Carlos,CA,94070,"(37.500518, -122.246433)"
BAYSHORE TECH,800 BRIDGE PKY,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,800 Bridge Pkwy,Redwood City,CA,94065,"(37.5337016, -122.2583197)"
Greenlots - 52217,,855-900-7584,Public,24 hours daily,,6,,Greenlots,http://greenlots.com/,,,1949 Pacific Blvd.,San Mateo,CA,94403,"(37.550565, -122.307136)"
ORACLE RWSHORE,"220 GARAGE-001; Inside garage 220 on ground level stalls 2-9 &amp; 2-8
220 GARAGE-002; Inside garage 220 on ground level stalls 2-6 & 2-7",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,200 Oracle Pkwy,Redwood City,CA,94065,"(37.53105, -122.265636)"
2400 GENG ROAD,STATION 3; Embarcadero place building E,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2400 Geng Road,Palo Alto,CA,94303,"(37.4517387, -122.1221304)"
Whole Foods Market,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,1,4,eVgo Network,https://www.evgo.com/,,,1250 Jefferson Ave,Redwood City,CA,94062,"(37.482597, -122.231754)"
601 MARSHALL,"STATION 1
STATION 2
STATION 3
STATION 4
STATION 6",888-758-4389,Public,24 hours daily,,9,,ChargePoint Network,http://www.chargepoint.com/,,,601 Marshall St,Redwood City,CA,94063,"(37.487781, -122.22896)"
MILLBRAE,"PARKING LOT C 1; Northeast Corner of Parking Lot
PARKING LOT C 2; -",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,320 Magnolia Avenue,Millbrae,CA,94030,"(37.600576, -122.392399)"
EMBARCADERO LOT,FCCPA STATION; Back parking lot,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1985 Louis Rd,Palo Alto,CA,94303,"(37.4445737, -122.1329457)"
Britannia Pointe Grand Business Park,,888-998-2546,Public,MON: 5:00am-8:00pm | TUE: 5:00am-8:00pm | WED: 5:00am-8:00pm | THU: 5:00am-8:00pm | FRI: 5:00am-8:00pm | SAT: 6:00am-6:00pm | SUN: 6:00am-6:00pm,,,2,Blink Network,http://www.blinkcharging.com/,,,280 E Grand Avenue,South San Francisco,CA,94080,"(37.65216, -122.39512)"
BAY MEADOWS 3,"B1 CENTER NORTH; Level B1 Center-North
B1 CENTER SOUTH; Level B1 Center-South
P1 NORTH; Level P1-North
P1 SOUTH; Level P1-South",888-758-4389,Public,24 hours daily,,8,,ChargePoint Network,http://www.chargepoint.com/,,,2950 S Delaware St,San Mateo,CA,94403,"(37.541586, -122.299352)"
ORACLE RWSHORE,"320 GARAGE-001; Inside garage 320 on 2nd fl near elevator
320 GARAGE-002; Inside garage 320 on 2nd fl furthest from elevator",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,300 Oracle Pkwy,Redwood City,CA,94065,"(37.531206, -122.264711)"
Nissan of Serramonte,,650-550-7200,Private,,,1,,Non-Networked,,03/15/2011,,1500 Collins Ave,Colma,CA,94014,"(37.671267, -122.463541)"
BAYSHORE TECH,2200 BRIDGE PKY,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2200 Bridge Pkwy,Redwood City,CA,94065,"(37.5378709, -122.2578182)"
ELAN MENLO PARK,"H35; Residents only
L62; -
M65; -",888-758-4389,Public,24 hours daily,,3,,ChargePoint Network,http://www.chargepoint.com/,,,3645 Haven Ave,Menlo Park,CA,94025,"(37.485718, -122.182879)"
SG MENLO PARK,01SGLEASING2G; Located in leasing center parking lot,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,350 Sharon Park Dr,Menlo Park,CA,94025,"(37.4241156, -122.1992657)"
STANFORD,"RWC B1 3
RWC B1 4
RWC L1 5
RWC L1 6
RWC L2 2
RWC L2 3
RWC L2 4
RWC L3 4
RWC L4 2
RWC L4 3
RWC L4 4
RWC L5 3
RWC L5 4
RWC L5 5",888-758-4389,Public,24 hours daily,,26,,ChargePoint Network,http://www.chargepoint.com/,,,425 Broadway,Redwood City,CA,94063,"(37.484241, -122.203725)"
Park James Hotel - Tesla Destination,,650-304-3880  877-798-3752,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,3,,Tesla Destination,https://www.tesla.com/destination-charging,03/01/2019,,1400 El Camino Real,Menlo Park,CA,94025,"(37.456322, -122.187798)"
MENLO PARK,"LAUREL 1; -
LAUREL 2",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,701 Laurel St,Menlo Park,CA,94025,"(37.454524, -122.178043)"
701 Gateway,,877-502-2837  855-885-9571,Public,24 hours daily,,2,,OpConnect,http://www.opconnect.com/,04/01/2016,,701 Gateway Blvd,South San Francisco,CA,94080,"(37.66004, -122.397275)"
"The Ritz-Carlton, Half Moon Bay + Golf Links - Tesla Destination",,650-712-7040  877-798-3752,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,6,,Tesla Destination,https://www.tesla.com/destination-charging,07/01/2015,,1 Miramontes Point Rd,Half Moon Bay,CA,94019,"(37.434877, -122.441135)"
Acterra,,650-962-9876,Public,24 hours daily,,2,,Non-Networked,,11/15/2017,,3921 E Bayshore Rd,Palo Alto,CA,94303,"(37.430989, -122.103339)"
FACEBOOK,"MPK 14-10
MPK 14-1; Facebook Employees Only
MPK 14-2; Facebook Employees Only
MPK 14-3
MPK 14-4
MPK 14-5
MPK 14-6
MPK 14-7; -
MPK 14-9",888-758-4389,Public,24 hours daily,,18,,ChargePoint Network,http://www.chargepoint.com/,,,1 Hacker Way Building 14,Menlo Park,CA,94025,"(37.484926, -122.148201)"
Masonic Temple Garage,,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinkcharging.com/,,,1101 California Street,San Francisco,CA,94080,"(37.791545, -122.412623)"
FACEBOOK,"MPK 29 FC-3; East entrance of 220 Jefferson Dr
MPK 29 FC-4; East entrance of 220 Jefferson Dr
MPK 29 FC-5; East entrance of 220 Jefferson Dr",888-758-4389,Public,24 hours daily,,,6,ChargePoint Network,http://www.chargepoint.com/,,,240 Constitution Dr,Menlo Park,CA,94025,"(37.482255, -122.168688)"
ProInsurance,,650-326-1900,Public,8:30am-5pm M-F,,1,,Non-Networked,,11/15/2017,,3925 Bohannon Dr,Menlo Park,CA,94025,"(37.479084, -122.17957)"
SMCCD,"SKY LOT G S2; North West Corner of Lot G
SKY LOT G ST; North West Corner of Lot G",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,Skyline College 3300 College Dr,San Bruno,CA,94066,"(37.6296356, -122.4692824)"
CCSF - SFO,SFO INT LOT G-4; International Parking Garage G Level 1,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,San Francsico International Airport International Parking Garage G,San Francisco,CA,94128,"(37.6155991, -122.3930166)"
888 SAN MATEO,"NORTH; For use by residents only
SOUTH; For use by residents only",888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,888 N San Mateo Dr,San Mateo,CA,94401,"(37.576945, -122.338389)"
DC Station,,800-663-5633,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,4,,SemaCharge Network,http://www.semacharge.com/,,,2001 Juniperro Serra Blvd.,Daly City,CA,94014,"(37.7011118, -122.46981099999999)"
BAYSHORE TECH,1300 ISLAND DR; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1300 Island Drive,Redwood City,CA,94065,"(37.5373803, -122.2562778)"
FACEBOOK,MPK 14-8,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,14 Hacker Way,Menlo Park,CA,94025,"(37.4854605, -122.149405)"
MILLBRAE,"446 BROADWAY #1; Entrance from El Camiino and Broadway
446 BROADWAY #2; Entrance from El Camino or Broadway",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,446 Broadway,Millbrae,CA,94030,"(37.602215, -122.39307)"
CCSF - SFO,"SFO LOT B-1; Domestic Garage Level 1 Section B
SFO LOT B-2; Domestic Garage Level 1 Section B",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,305 Domestic Terminals Arrivals Level,San Francisco,CA,94128,"(37.6155098, -122.3859638)"
531409 : 631 Gateway,,800-663-5633,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,6,,SemaCharge Network,http://www.semacharge.com/,,,631 Gateway Boulevard,South San Francisco,CA,94080,"(37.6591478, -122.4009526)"
PORTOLAVALLEYTH,"LIBRARY; By library 
SCHOOL HOUSE; Welcome to Portola Valley",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,765 Portola Rd,Portola Valley,CA,94028,"(37.380916, -122.226827)"
MPCSD,TERC; Encinal School parking lot employee lot,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,181 Encinal Ave,Menlo Park,CA,94025,"(37.4633919, -122.1864646)"
THE COVE EV,"171 OYSTER 1; Building 4
GL1 1; Ground floor
GL1 2; Garage level 2
GL1 3; Garage level 2
GL1 4; Garage level 2
GL2 1; Garage level 2 GW
GL2 2; Garage level 2
GL2 3; Garage level 2
GL2 4; Garage level 2
GL2 5; Garage level 2
GL2 6; Garage level 2
GL2 7; Garage level 2
GL2 8; Garage level 2 
GL2 9; Garage level 2
GL3 10; Garage Level 3
GL3 1; Garage level 3
GL3 2; 3rd floor garage 
GL3 3; 3rd floor garage
GL3 4; 3rd level garage
GL3 5; Garage level 3
GL3 6; Garage level 3
GL3 7; Garage level 3
GL3 8; Garage level 3
GL3 9; Garage level 3",888-758-4389,Public,24 hours daily,,47,,ChargePoint Network,http://www.chargepoint.com/,,,101 Oyster Point Blvd,South San Francisco,CA,94080,"(37.662741, -122.397075)"
CCSF - SFO,VALET 4-1; Valet Parking Domestic Garage Level 4,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,323 Domestic Terminals Arrivals Level,San Francisco,CA,94128,"(37.6162574, -122.3849895)"
Gateway 101 - Tesla Supercharger,,877-798-3752,Public,24 hours daily; for Tesla use only,,,20,Tesla,http://www.teslamotors.com/supercharger,07/23/2018,,1771 East Bayshore Road,East Palo Alto,CA,94303,"(37.45877, -122.136807)"
SHOREBREEZE,"255 STATION 1; On Level 1
255 STATION 2; On level 1",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,255 Shoreline Dr,Redwood City,CA,94065,"(37.524951, -122.258512)"
ELAN MENLO PARK,GUEST 1; -,888-758-4389,Public,24 hours daily,,1,,ChargePoint Network,http://www.chargepoint.com/,,,3651 Haven Ave,Menlo Park,CA,94025,"(37.4860785, -122.1825953)"
MILLBRAE,"CITY LIBRARY #1; North side of library parking lot, enter from Poplar.
CITY LIBRARY #2; In Millbrae Library Parking lot",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,1 Library Ave,Millbrae,CA,94030,"(37.60307, -122.396246)"
ORACLE RWSHORE,"5OP-001; Surface lot outside the garage
5OP-002; Surface lot outside garage",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,520 Oracle Pkwy,Redwood City,CA,94065,"(37.530788, -122.261332)"
New Leaf Shopping Center,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,1,4,eVgo Network,https://www.evgo.com/,,,150 San Mateo Rd,Half Moon Bay,CA,94019,"(37.46864, -122.432702)"
SMCCD,HILLSDALE 1,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1700 W Hillsdale Blvd,San Mateo,CA,94402,"(37.5346643, -122.3367322)"
BAYSHORE TECH,"3000 BRDG PKY 2
3000 BRDG PKY; -",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,3000 Bridge Pkwy,Redwood City,CA,94065,"(37.539704, -122.256233)"
FACEBOOK,"MPK 12-1; -
MPK 12-2; -
MPK 12-3; -",888-758-4389,Public,24 hours daily,,6,,ChargePoint Network,http://www.chargepoint.com/,,,1 Hacker Way Building 12,Menlo Park,CA,94025,"(37.484926, -122.148201)"
SMCCD,CSM LOT 5 EV_4; South side of lot 5,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1700West Hillsdale Marie Curie Lot 5,San Mateo,CA,94402,"(37.5366846, -122.3381123)"
EV CHARGER,SHARON APT. EV; In back of Apartment Building,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2225 Sharon Rd,Menlo Park,CA,94025,"(37.4277198, -122.2001062)"
PARK PLACE,EV A; Drive down ramp to basement level and follow signs to EV charging stations,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1100 Park Pl Basement Garage,San Mateo,CA,94403,"(37.5450947, -122.2909852)"
HILLSDALE SC,NB2; Upper parking level,888-758-4389,Public,24 hours daily,,1,,ChargePoint Network,http://www.chargepoint.com/,,,358 E Sailer Dr,San Mateo,CA,94403,"(37.5389516, -122.3027137)"
"Walgreens - Daly City, CA#5365",,800-663-5633,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,SemaCharge Network,http://www.semacharge.com/,,,6100 Mission Street,Daly City,CA,94014,"(37.707491, -122.458093)"
GE WattStation,,855-443-3873,Private,,,1,,GE WattStation,https://www.gewattstation.com,,,1553  El Camino Real,Redwood City,CA,94063,"(37.4808266, -122.2274333)"
BAYSHORE TECH,2000 BRIDGE PKY; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2000 Bridge Pkwy,Redwood City,CA,94065,"(37.5381948, -122.2584973)"
SKYWAY LANDING,STATION 3; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,999 Skyway Rd,San Carlos,CA,94070,"(37.5077987, -122.247098)"
W.L. Butler,,866-816-7584,Public,24 hours daily,,2,,EV Connect,http://evconnect.com/,04/01/2019,,1629 Main St,Redwood City,CA,94063,"(37.4778671, -122.2224445)"
TOWERS AT SHORE,"205 STATION 1; The entrance around to the left side
205 STATION 4; The main entrance around to the left side",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,205 Redwood shore parkway,Redwood City,CA,94065,"(37.521057, -122.252962)"
CITY OF REDWOOD,L3 MARSHALL ST; -,888-758-4389,Public,24 hours daily,,,1,ChargePoint Network,http://www.chargepoint.com/,,,750 Marshall St,Redwood City,CA,94063,"(37.4875504, -122.2272435)"
PALO ALTO CA,"RINCONADA LIB 1; Off of Newell Road
RINCONADA LIB 2; Off of Newell Rd
RINCONADA LIB 3; North Parking Lot Sidewalk Area",888-758-4389,Public,24 hours daily,3,3,,ChargePoint Network,http://www.chargepoint.com/,,,1213 Newell Rd,Palo Alto,CA,94303,"(37.444624, -122.138635)"
CBRE - Seaport Centre,,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,Blink Network,http://www.blinkcharging.com/,,,700 Chesapeake Dr.,Redwood City,CA,94063,"(37.500499, -122.21345)"
CITY OF REDWOOD,RED MORTON LEFT; Red Morton Community Center parking lot,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1014 King St,Redwood City,CA,94061,"(37.4722811, -122.2352144)"
Millwood Inn and Suites - Tesla Destination,,650-583-3935  877-798-3752,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,2,,Tesla Destination,https://www.tesla.com/destination-charging,11/01/2018,,1375 El Camino Real,Millbrae,CA,94030,"(37.609606, -122.401441)"
Nissan of Burlingame,,650-347-4800,Public - Call ahead,Dealership business hours,,1,,,,01/31/2012,,101 California Dr,Burlingame,CA,94010,"(37.57792, -122.341931)"
SAN MATEO CNTY,COYOTE POINT #1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,"1701 Coyote Point Drive Coyote Point Park, Magic Mountain Playground",San Mateo,CA,94401,"(37.5874343, -122.3290566)"
Park James Hotel - Tesla Destination,,650-304-3880  877-798-3752,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,3,,Tesla Destination,https://www.tesla.com/destination-charging,03/01/2019,,1400 El Camino Real,Menlo Park,CA,94025,"(37.456322, -122.187798)"
CARCHARGING,"WESTIN SFO; Enter parking lot, EVSE is located before exit gate on left.",888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1 Old Bayshore Hwy,Millbrae,CA,94030,"(37.6041374, -122.3759613)"
FACEBOOK,"MPK 17-10; Facebook Employees Only
MPK 17-11; Facebook Employees Only. Located on southwest side, Bldg 17
MPK 17-2; Facebook Employees Only",888-758-4389,Public,24 hours daily,1,5,,ChargePoint Network,http://www.chargepoint.com/,,,1 Hacker Way Building 17,Menlo Park,CA,94025,"(37.484926, -122.148201)"
FACEBOOK,"MPK 28 10; -
MPK 28 8; -
MPK 28 9; -
MPK 28GW 1; -
MPK 28GW 2; -",888-758-4389,Public,24 hours daily,,10,,ChargePoint Network,http://www.chargepoint.com/,,,164 Jefferson Dr. MPK 28,Menlo Park,CA,94025,"(37.481634, -122.172448)"
THE COVE EV,"GL1 10; SOUTH OF 121
GL1 6; South of 121
GL1 7; South of 121
GL1 8; South 121
GL1 9; South side 121 oyster point",888-758-4389,Public,24 hours daily,,9,,ChargePoint Network,http://www.chargepoint.com/,,,121 Oyster Point Blvd,South San Francisco,CA,94080,"(37.66254, -122.396197)"
Britannia Oyster Point II Business Plaza,,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,4,,Blink Network,http://www.blinkcharging.com/,,,329 Oyster Point Boulevard,South San Francisco,CA,94080,"(37.664203, -122.391043)"
FACEBOOK,"MPK 29 FC-1
MPK 29 FC-16
MPK 29 FC-17
MPK 29 FC-19; -
MPK 29 FC-21; West Entrance
MPK 29-11; -
MPK 29-12GW
MPK 29-15
MPK 29-6
MPK 29-7GW",888-758-4389,Public,24 hours daily,,10,10,ChargePoint Network,http://www.chargepoint.com/,,,220 Jefferson Dr,Menlo Park,CA,94025,"(37.481406, -122.168852)"
BURLINGAME,LOT V 1; City parking lot V,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,294-298 California Dr,Burlingame,CA,94010,"(37.5800222, -122.3452787)"
ORACLE RWSHORE,"420 GARAGE-001; Inside garage 420 on ground level stalls 4-6 &amp; 4-7
420 GARAGE-002; Inside garage 420 on ground level stalls 4-8 &amp; 4-9",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,400 Oracle Pkwy,Redwood City,CA,94065,"(37.531351, -122.26364)"
ALMAZ CAPITAL,WELCOME TO ALL; 2 stalls to the West from private Charepoint charger. on Alpine Road divider from parking lot,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,3274 Alpine Rd,Portola Valley,CA,94028,"(37.3982219, -122.1926035)"
STA 2,"B1; Parking Garage B1
P1 NORTH; -
P1 SOUTH; -
P2; -",888-758-4389,Public,24 hours daily,,8,,ChargePoint Network,http://www.chargepoint.com/,,,2850 S Delaware St,San Mateo,CA,94403,"(37.542475, -122.3001)"
ORACLE RWSHORE,"601 GARAGE-001; Inside garage 601 on 2nd fl near elevator
601 GARAGE-002; Inside garage 601 on 2nd fl furthest from elevator",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,377-499 Island Pkwy,Belmont,CA,94002,"(37.531303, -122.270026)"
HILLSDALE SC,"NB1; -
NB4; Level 2 parking garage",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,2949 Edison St,San Mateo,CA,94403,"(37.539585, -122.302695)"
